,PM2.5_Concentration(microgram/m3),Ozone_Concentration(microgram/m3),NOx_Concentration(ppb),Temperature(Celsius),Wind_Speed(m/s),Relative_Humidity(%),Solar_Radiation(w/m2)
2015-06-08 12:00:00,99.0,68.1,23.6,42.67,2.34,20.42,384.08
2015-06-08 13:00:00,38.73,111.19,22.19,43.35,2.29,19.33,374.0
2015-06-08 14:00:00,36.64,120.15,25.83,42.74,2.45,18.42,363.17
2015-06-08 15:00:00,42.6,131.48,17.74,42.47,2.55,18.08,348.33
2015-06-08 16:00:00,39.08,108.84,31.18,41.5,2.13,18.83,273.17
2015-06-08 17:00:00,39.5,104.99,34.64,40.32,1.7,19.0,131.42
2015-06-08 18:00:00,34.73,86.43,58.46,38.57,0.73,22.17,47.08
2015-06-08 19:00:00,35.67,16.45,222.3,35.22,0.3,30.67,5.17
2015-06-09 12:00:00,117.0,85.96,30.81,41.38,3.17,22.75,379.75
2015-06-09 13:00:00,122.83,103.93,20.57,41.15,3.43,22.5,344.08
2015-06-09 14:00:00,108.33,110.23,20.07,41.54,3.48,21.75,323.58
2015-06-09 15:00:00,62.0,97.08,23.43,39.59,2.99,23.5,209.42
2015-06-09 16:00:00,51.55,58.92,30.59,38.54,2.81,25.42,112.92
2015-06-09 17:00:00,68.33,26.83,27.49,38.11,3.21,26.08,95.08
2015-06-09 18:00:00,76.18,8.72,28.74,37.32,3.43,26.5,31.92
2015-06-09 19:00:00,86.27,12.75,31.34,36.42,3.11,28.25,4.25
2015-06-09 20:00:00,69.0,15.47,37.66,35.81,2.38,30.67,3.75
2015-06-09 21:00:00,71.67,8.88,59.38,35.13,1.97,32.67,3.58
2015-06-09 22:00:00,86.33,11.1,47.74,34.33,2.07,35.0,3.75
2015-06-09 23:00:00,87.33,14.8,32.78,33.78,2.11,36.5,3.5
2015-06-10 00:00:00,62.17,14.42,26.06,33.21,2.35,38.25,3.83
2015-06-10 01:00:00,74.83,17.7,17.5,32.85,2.13,40.83,3.5
2015-06-10 02:00:00,57.5,15.6,17.02,32.33,1.88,43.42,3.58
2015-06-10 03:00:00,49.33,16.57,15.44,31.74,2.34,44.67,3.42
2015-06-10 04:00:00,45.5,10.54,12.69,31.1,2.38,45.5,3.75
2015-06-10 05:00:00,43.55,9.87,20.32,30.31,2.23,47.42,12.92
2015-06-10 06:00:00,55.0,3.83,39.5,30.19,2.32,49.58,80.08
2015-06-10 07:00:00,79.0,4.63,28.02,31.88,3.13,46.58,212.42
2015-06-10 08:00:00,49.83,15.89,22.61,34.18,3.12,43.17,322.5
2015-06-10 09:00:00,54.18,2.03,20.47,35.85,3.32,40.58,366.17
2015-06-10 10:00:00,66.67,7.02,21.74,37.87,3.08,36.67,381.5
2015-06-10 11:00:00,120.17,19.33,19.22,39.43,3.17,33.42,390.33
2015-06-10 12:00:00,103.5,31.92,16.71,40.22,3.3,30.83,388.92
2015-06-10 13:00:00,127.33,39.1,17.91,40.88,3.34,28.67,387.17
2015-06-10 14:00:00,56.67,43.32,18.8,41.45,3.13,28.08,372.42
2015-06-10 15:00:00,62.17,42.34,15.88,40.83,3.1,28.08,316.92
2015-06-10 16:00:00,133.5,30.7,27.93,39.84,3.05,30.33,258.0
2015-06-10 17:00:00,61.67,26.16,33.05,38.4,2.57,32.25,105.67
2015-06-10 18:00:00,63.17,23.46,36.84,36.41,1.81,36.33,24.83
2015-06-10 19:00:00,56.5,12.76,53.73,35.17,1.63,38.17,4.92
2015-06-10 20:00:00,64.83,11.66,48.03,34.42,1.45,39.42,3.92
2015-06-10 21:00:00,42.82,1.65,42.19,34.42,1.96,39.0,3.58
2015-06-10 22:00:00,33.8,2.64,38.72,33.97,2.48,39.92,3.67
2015-06-10 23:00:00,57.73,4.65,22.08,32.99,2.46,41.42,3.83
2015-06-11 00:00:00,54.83,6.77,32.2,31.77,1.88,44.17,3.58
2015-06-11 01:00:00,114.5,8.78,22.16,30.65,0.66,46.08,3.58
2015-06-11 02:00:00,159.83,11.25,30.0,30.1,0.88,46.83,3.75
2015-06-11 03:00:00,131.5,7.82,46.55,29.79,1.42,47.58,3.5
2015-06-11 04:00:00,167.17,6.02,47.63,29.24,1.96,48.17,3.92
2015-06-11 05:00:00,168.33,6.14,27.66,28.43,2.52,46.67,9.67
2015-06-11 06:00:00,208.83,5.02,30.74,28.43,2.62,46.08,44.83
2015-06-11 07:00:00,155.5,4.17,37.09,30.41,2.18,44.58,182.17
2015-06-11 08:00:00,159.17,11.74,40.66,32.82,3.29,40.75,292.83
2015-06-11 09:00:00,108.83,9.93,27.21,33.13,4.06,39.25,288.83
2015-06-11 10:00:00,84.5,4.93,18.82,34.49,4.46,35.92,339.25
2015-06-11 11:00:00,110.17,8.47,17.43,36.44,3.82,31.5,327.75
2015-06-11 12:00:00,76.67,14.76,18.39,37.34,3.07,29.92,349.75
2015-06-11 13:00:00,104.83,12.99,18.12,40.01,3.05,25.17,386.17
2015-06-11 14:00:00,290.67,15.26,14.97,40.44,2.82,23.33,374.25
2015-06-11 15:00:00,525.67,20.27,16.93,40.23,2.8,23.17,345.42
2015-06-11 16:00:00,150.0,17.55,22.89,39.08,2.32,24.25,221.42
2015-06-11 17:00:00,101.33,19.75,23.95,38.67,1.96,24.58,139.83
2015-06-11 18:00:00,80.33,19.88,37.49,37.36,1.61,25.83,43.83
2015-06-11 19:00:00,72.17,8.15,96.29,35.76,0.87,29.75,5.25
2015-06-11 20:00:00,96.5,9.05,105.77,34.83,0.74,31.67,3.58
2015-06-11 21:00:00,93.0,9.33,81.23,34.51,1.04,30.75,3.75
2015-06-11 22:00:00,133.0,11.53,34.59,33.97,2.8,33.17,3.67
2015-06-11 23:00:00,212.45,10.44,24.16,31.97,3.14,41.0,3.83
2015-06-12 00:00:00,115.67,12.86,27.63,30.89,2.35,43.42,4.17
2015-06-12 01:00:00,88.0,5.32,24.04,30.04,2.13,46.0,4.0
2015-06-12 02:00:00,55.83,5.43,26.04,29.42,2.38,48.92,3.83
2015-06-12 03:00:00,46.5,6.26,24.04,28.69,1.84,50.5,3.67
2015-06-12 04:00:00,50.17,8.24,15.02,28.39,2.06,48.0,3.83
2015-06-12 05:00:00,33.67,6.7,14.89,27.8,2.96,49.08,11.25
2015-06-12 06:00:00,48.17,6.33,13.89,27.84,2.97,50.17,77.33
2015-06-12 07:00:00,54.33,7.19,18.67,29.83,2.65,47.5,199.42
2015-06-12 08:00:00,50.83,12.55,27.57,31.97,2.91,42.92,318.08
2015-06-12 09:00:00,32.33,5.47,23.6,34.23,2.76,38.17,365.33
2015-06-12 10:00:00,72.67,11.6,22.88,36.9,2.66,31.83,381.83
2015-06-12 11:00:00,167.67,26.02,21.57,38.81,2.66,27.42,389.08
2015-06-12 12:00:00,475.5,41.9,16.68,39.88,2.84,25.25,390.08
2015-06-12 13:00:00,92.83,47.68,14.38,40.79,2.55,23.08,385.58
2015-06-12 14:00:00,65.5,49.38,14.42,40.8,2.78,22.33,374.92
2015-06-12 15:00:00,58.67,50.98,17.97,40.43,2.91,21.92,351.42
2015-06-12 16:00:00,60.0,41.17,16.72,40.0,2.67,22.42,286.5
2015-06-12 17:00:00,51.5,41.08,22.06,38.93,2.05,23.42,132.42
2015-06-12 18:00:00,58.67,36.86,35.14,37.73,1.53,24.08,45.17
2015-06-12 19:00:00,58.5,23.86,54.03,36.36,0.88,26.17,6.33
2015-06-12 20:00:00,67.67,7.82,149.77,34.83,0.42,30.33,4.08
2015-06-12 21:00:00,73.27,,165.42,33.57,0.36,34.42,4.0
2015-06-12 22:00:00,70.17,5.93,230.31,32.54,0.31,37.83,3.92
2015-06-12 23:00:00,116.83,6.67,240.73,32.31,0.4,38.83,3.92
2015-06-13 00:00:00,122.33,17.79,160.41,32.02,0.42,38.0,4.17
2015-06-13 01:00:00,140.0,6.8,168.19,31.28,0.59,39.83,4.08
2015-06-13 02:00:00,173.67,5.96,62.22,32.41,2.44,32.58,3.83
2015-06-13 03:00:00,111.0,7.37,39.32,31.89,2.03,36.25,3.83
2015-06-13 04:00:00,55.5,8.83,33.33,31.27,2.4,39.83,3.58
2015-06-13 05:00:00,60.5,9.67,24.85,30.97,2.8,40.58,10.0
2015-06-13 06:00:00,94.33,7.5,27.78,30.93,2.54,40.58,55.42
2015-06-13 07:00:00,76.5,7.02,40.49,30.17,2.88,42.0,69.58
2015-06-13 08:00:00,92.83,12.45,34.22,28.35,4.22,44.75,300.75
2015-06-13 09:00:00,147.83,2.62,52.89,29.88,3.63,41.58,352.25
2015-06-13 10:00:00,72.67,4.83,40.7,32.09,3.46,35.33,386.67
2015-06-13 11:00:00,51.17,13.42,22.1,35.95,2.02,30.5,394.08
2015-06-13 12:00:00,53.64,25.37,13.67,37.13,2.38,29.0,395.42
2015-06-13 13:00:00,59.67,33.72,12.32,38.53,2.07,24.58,389.08
2015-06-13 14:00:00,54.0,43.22,12.12,37.86,3.03,26.42,286.17
2015-06-13 15:00:00,87.91,19.59,26.23,22.93,5.2,74.92,11.83
2015-06-13 16:00:00,190.0,11.57,43.77,22.32,2.93,78.67,27.5
2015-06-13 17:00:00,47.83,3.86,74.68,22.8,2.17,74.08,27.42
2015-06-13 18:00:00,35.5,5.48,63.95,23.98,1.81,62.25,16.42
2015-06-13 19:00:00,27.5,5.77,79.78,25.12,1.61,56.33,4.25
2015-06-13 20:00:00,25.0,7.81,64.33,25.97,0.54,51.75,3.58
2015-06-13 21:00:00,26.33,7.79,80.17,25.81,0.39,52.83,3.58
2015-06-13 22:00:00,33.67,5.13,126.93,26.0,0.78,53.67,3.5
2015-06-13 23:00:00,52.67,22.53,201.12,25.59,0.57,58.5,3.25
2015-06-14 00:00:00,129.17,22.63,133.67,25.28,1.01,59.33,3.25
2015-06-14 01:00:00,113.0,,110.03,24.79,0.87,59.5,3.17
2015-06-14 02:00:00,76.5,2.25,46.61,24.7,0.44,60.5,3.08
2015-06-14 03:00:00,68.83,5.93,44.08,24.38,1.4,63.33,3.0
2015-06-14 04:00:00,77.83,9.4,29.03,20.84,4.35,81.08,3.0
2015-06-14 05:00:00,111.83,10.94,24.32,19.33,2.53,83.08,4.92
2015-06-14 06:00:00,36.5,36.61,33.48,19.41,2.87,81.75,12.25
2015-06-14 07:00:00,38.83,7.67,28.08,19.23,1.27,83.92,31.33
2015-06-14 08:00:00,40.83,6.0,57.32,20.1,0.98,85.0,57.08
2015-06-14 09:00:00,52.0,22.7,46.48,21.42,1.19,83.33,188.92
2015-06-14 10:00:00,34.67,6.34,22.74,23.15,1.33,75.42,192.83
2015-06-14 11:00:00,23.67,7.47,32.13,24.91,0.54,64.5,238.75
2015-06-14 12:00:00,29.0,8.71,60.64,25.36,0.46,64.42,174.0
2015-06-14 13:00:00,34.33,13.16,65.93,27.37,0.68,56.92,272.33
2015-06-14 14:00:00,19.17,14.27,72.83,26.83,1.34,57.75,215.08
2015-06-14 15:00:00,60.83,24.6,63.33,29.37,1.12,51.0,357.5
2015-06-14 16:00:00,65.67,24.2,51.41,29.74,0.97,50.08,310.33
2015-06-14 17:00:00,72.33,18.45,71.13,29.07,0.54,53.42,125.42
2015-06-14 18:00:00,100.83,136.58,108.69,27.67,0.6,59.42,44.67
2015-06-14 19:00:00,171.17,112.01,110.57,26.05,0.6,68.58,5.0
2015-06-14 20:00:00,218.83,43.96,96.85,25.2,0.57,72.67,3.42
2015-06-14 21:00:00,162.33,95.91,111.61,24.48,0.45,75.42,3.58
2015-06-14 22:00:00,90.83,86.0,84.76,23.73,0.43,77.33,3.25
2015-06-14 23:00:00,124.5,58.7,79.02,23.41,0.44,78.92,3.58
2015-06-15 00:00:00,123.0,114.84,93.14,23.75,0.42,76.25,3.33
2015-06-15 01:00:00,122.91,1.96,64.65,23.85,0.46,75.92,3.5
2015-06-15 02:00:00,95.0,3.62,58.03,24.09,0.42,74.42,3.58
2015-06-15 03:00:00,77.33,5.42,97.24,24.4,0.65,72.92,3.42
2015-06-15 04:00:00,110.0,6.38,65.01,24.14,0.63,73.33,3.33
2015-06-15 05:00:00,91.5,8.17,90.88,24.37,0.82,71.25,14.0
2015-06-15 06:00:00,103.17,11.72,94.62,25.32,0.68,68.92,63.75
2015-06-15 07:00:00,122.83,7.0,84.97,25.54,0.89,67.92,81.67
2015-06-15 08:00:00,112.0,6.03,72.08,25.22,1.99,68.17,62.08
2015-06-15 09:00:00,86.83,27.58,63.35,26.66,1.07,62.33,176.17
2015-06-15 10:00:00,88.0,5.52,43.64,28.32,1.08,56.5,279.75
2015-06-15 11:00:00,92.82,6.07,27.64,31.76,0.8,45.67,364.92
2015-06-15 12:00:00,78.0,14.76,21.32,33.48,1.06,41.0,371.42
2015-06-15 13:00:00,75.64,25.38,17.18,34.88,0.9,38.5,360.0
2015-06-15 14:00:00,75.0,27.15,17.72,35.01,1.06,37.0,369.08
2015-06-15 15:00:00,41.55,36.67,35.2,34.28,1.54,39.33,325.67
2015-06-15 16:00:00,62.09,22.07,37.42,33.03,1.88,42.42,239.83
2015-06-15 17:00:00,99.55,7.08,39.37,32.59,1.38,42.25,149.25
2015-06-15 18:00:00,85.45,22.93,70.02,31.35,0.75,45.75,44.42
2015-06-15 19:00:00,96.36,19.81,140.4,29.52,0.34,53.33,5.33
2015-06-15 20:00:00,120.73,14.63,153.43,28.46,0.39,58.58,3.33
2015-06-15 21:00:00,170.36,13.12,302.78,27.47,0.3,66.17,3.58
2015-06-15 22:00:00,286.1,25.6,365.45,26.84,0.3,70.42,3.58
2015-06-15 23:00:00,179.91,17.27,376.19,26.63,0.3,70.42,3.58
2015-06-16 00:00:00,183.67,12.9,399.02,26.45,0.48,69.08,3.42
2015-06-16 01:00:00,179.0,10.27,326.38,25.73,0.3,74.75,3.33
2015-06-16 02:00:00,165.67,13.95,258.29,25.26,0.3,77.42,3.17
2015-06-16 03:00:00,174.45,11.47,222.63,24.97,0.33,77.83,3.17
2015-06-16 04:00:00,180.33,10.33,251.01,24.67,0.37,77.92,3.17
2015-06-16 05:00:00,183.17,42.73,252.42,24.53,0.3,78.67,13.08
2015-06-16 06:00:00,171.5,18.13,260.87,26.14,0.41,75.67,74.75
2015-06-16 07:00:00,200.5,11.11,201.56,29.93,0.42,61.0,194.0
2015-06-16 08:00:00,154.83,8.53,185.74,32.98,0.87,46.58,307.92
2015-06-16 09:00:00,135.67,8.0,84.36,35.13,0.94,37.58,356.17
2015-06-16 10:00:00,110.83,15.43,35.4,36.78,1.11,30.0,378.08
2015-06-16 11:00:00,75.17,72.81,44.18,37.02,1.48,30.67,379.25
2015-06-16 12:00:00,100.33,117.27,37.31,37.67,1.24,29.75,369.75
2015-06-16 13:00:00,95.83,100.18,37.74,37.88,1.69,28.67,369.67
2015-06-16 14:00:00,89.45,75.02,32.65,36.5,2.18,32.0,293.08
2015-06-16 15:00:00,85.83,30.03,28.52,33.48,3.0,41.33,274.08
2015-06-16 16:00:00,78.67,10.91,30.04,31.34,2.42,45.33,171.67
2015-06-16 17:00:00,68.33,7.62,39.81,30.87,1.8,46.92,102.92
2015-06-16 18:00:00,51.17,8.45,62.74,30.58,1.04,48.5,47.17
2015-06-16 19:00:00,57.33,6.54,87.68,30.03,0.81,50.75,6.75
2015-06-16 20:00:00,62.5,6.59,145.47,29.12,0.47,55.17,3.25
2015-06-16 21:00:00,84.5,5.65,160.97,28.32,0.44,57.17,3.5
2015-06-16 22:00:00,101.0,5.45,137.32,27.97,0.46,56.75,3.17
2015-06-16 23:00:00,82.67,5.67,152.33,27.49,0.42,59.25,3.25
2015-06-17 00:00:00,131.45,7.12,140.74,26.86,0.57,62.67,3.0
2015-06-17 01:00:00,172.33,3.65,142.99,26.24,0.3,65.83,3.08
2015-06-17 02:00:00,252.55,3.77,128.63,26.17,0.3,64.67,3.0
2015-06-17 03:00:00,255.0,3.67,120.27,25.83,0.31,65.83,3.08
2015-06-17 04:00:00,306.5,13.1,91.65,25.23,0.3,68.58,3.5
2015-06-17 05:00:00,315.0,70.84,85.59,25.04,0.33,69.0,13.25
2015-06-17 06:00:00,186.67,80.38,96.52,26.99,0.31,62.5,76.92
2015-06-17 07:00:00,147.17,3.63,83.6,30.17,0.37,53.17,186.92
2015-06-17 08:00:00,159.0,199.74,81.4,32.48,0.82,46.42,296.33
2015-06-17 09:00:00,156.83,5.43,71.67,34.7,0.98,41.42,354.0
2015-06-17 10:00:00,120.33,4.81,46.6,36.29,1.16,36.67,372.92
2015-06-17 11:00:00,111.67,21.98,35.01,37.8,1.24,32.67,380.5
2015-06-17 12:00:00,86.0,49.79,24.06,38.67,1.53,29.33,386.25
2015-06-17 13:00:00,89.82,66.78,16.03,38.64,1.88,27.42,385.83
2015-06-17 14:00:00,62.36,56.6,18.86,38.81,1.92,26.67,364.75
2015-06-17 15:00:00,64.0,112.87,21.03,38.68,1.45,26.92,351.67
2015-06-17 16:00:00,64.18,98.33,36.0,37.82,1.53,28.75,281.5
2015-06-17 17:00:00,66.8,93.67,36.52,36.69,1.03,31.0,117.58
2015-06-17 18:00:00,74.5,76.76,88.87,34.99,0.52,35.75,40.25
2015-06-17 19:00:00,82.83,17.53,302.07,32.4,0.35,44.5,5.5
2015-06-17 20:00:00,113.33,20.91,377.94,30.93,0.37,48.67,3.33
2015-06-17 21:00:00,125.0,23.92,461.52,29.48,0.3,55.42,3.75
2015-06-17 22:00:00,157.17,21.43,592.94,28.73,0.31,60.25,3.33
2015-06-17 23:00:00,188.0,17.77,534.67,28.41,0.38,59.0,3.83
2015-06-18 00:00:00,160.33,11.9,366.4,28.26,0.31,56.0,3.67
2015-06-18 01:00:00,149.0,9.73,234.64,27.74,0.32,59.08,3.67
2015-06-18 02:00:00,156.5,12.08,197.17,27.16,0.31,63.75,3.33
2015-06-18 03:00:00,143.83,13.39,119.15,27.01,0.32,63.58,3.58
2015-06-18 04:00:00,143.83,17.18,91.14,26.53,0.32,66.67,3.42
2015-06-18 05:00:00,149.17,19.59,97.18,26.22,0.39,71.0,12.92
2015-06-18 06:00:00,157.5,19.86,294.43,28.66,0.6,60.42,78.75
2015-06-18 07:00:00,163.67,16.12,154.71,32.67,0.65,47.58,194.08
2015-06-18 08:00:00,140.0,25.25,91.44,35.11,0.92,39.58,289.33
2015-06-18 09:00:00,178.83,11.25,59.52,36.65,1.36,36.5,347.25
2015-06-18 10:00:00,159.83,22.95,27.28,38.49,1.56,31.75,370.0
2015-06-18 11:00:00,93.5,52.17,27.34,39.57,1.46,29.33,363.75
2015-06-18 12:00:00,84.83,96.67,40.58,39.43,1.32,27.67,323.75
2015-06-18 13:00:00,56.83,133.18,46.11,39.32,1.57,26.33,344.58
2015-06-18 14:00:00,66.67,144.07,28.87,40.56,1.32,23.17,360.58
2015-06-18 15:00:00,48.67,141.09,26.73,39.95,1.38,24.75,332.75
2015-06-18 16:00:00,72.17,141.25,37.46,39.08,1.17,25.42,247.83
2015-06-18 17:00:00,96.17,125.27,99.99,37.65,0.77,28.5,113.67
2015-06-18 18:00:00,90.83,72.89,208.27,35.72,0.4,33.75,38.58
2015-06-18 19:00:00,113.83,40.6,254.79,33.58,0.43,39.92,5.25
2015-06-18 20:00:00,134.17,31.43,338.75,32.08,0.35,45.83,3.75
2015-06-18 21:00:00,144.18,26.27,393.59,31.02,0.31,49.58,3.25
2015-06-18 22:00:00,165.83,14.79,587.68,30.41,0.31,49.5,3.92
2015-06-18 23:00:00,174.83,13.28,270.85,29.93,0.36,52.08,3.25
2015-06-19 00:00:00,152.0,10.74,165.76,29.57,0.35,53.08,3.33
2015-06-19 01:00:00,162.17,29.79,83.41,29.34,0.41,51.67,3.5
2015-06-19 02:00:00,132.83,26.23,62.97,28.73,0.36,53.33,3.42
2015-06-19 03:00:00,107.17,16.92,74.56,28.01,0.32,57.0,3.42
2015-06-19 04:00:00,115.83,17.35,78.72,27.57,0.33,58.25,3.25
2015-06-19 05:00:00,156.67,15.1,67.47,27.9,0.37,55.25,12.58
2015-06-19 06:00:00,164.83,17.8,91.15,29.59,0.52,52.0,75.5
2015-06-19 07:00:00,160.67,24.01,64.09,32.82,0.92,45.67,190.17
2015-06-19 08:00:00,137.67,22.47,72.02,35.6,1.35,39.33,298.17
2015-06-19 09:00:00,112.83,7.83,65.66,36.26,2.43,38.42,345.58
2015-06-19 10:00:00,140.67,30.31,47.32,37.53,2.19,35.42,330.17
2015-06-19 11:00:00,106.0,66.42,40.17,39.43,1.75,32.42,373.83
2015-06-19 12:00:00,88.33,83.8,41.41,40.21,2.48,30.42,376.83
2015-06-19 13:00:00,72.83,88.72,23.24,41.01,1.74,27.25,370.08
2015-06-19 14:00:00,67.17,106.04,31.34,40.95,1.97,26.17,358.67
2015-06-19 15:00:00,90.0,110.92,44.56,40.2,2.29,28.08,331.42
2015-06-19 16:00:00,77.5,61.75,53.72,38.36,3.2,37.67,252.42
2015-06-19 17:00:00,90.17,67.34,54.11,37.06,3.15,40.5,113.5
2015-06-19 18:00:00,87.0,58.94,69.49,35.55,2.95,44.17,39.17
2015-06-19 19:00:00,71.0,42.86,71.78,34.42,2.77,46.0,5.25
2015-06-19 20:00:00,86.33,29.93,69.8,33.63,2.5,47.5,3.5
2015-06-19 21:00:00,72.67,27.23,68.33,33.12,2.51,48.67,3.58
2015-06-19 22:00:00,72.5,23.04,60.98,32.58,2.42,50.08,3.5
2015-06-19 23:00:00,80.0,21.97,59.63,32.15,2.02,50.75,3.5
2015-06-20 00:00:00,87.33,15.52,32.98,31.6,1.86,51.92,3.42
2015-06-20 01:00:00,114.0,9.7,27.76,31.15,1.92,52.58,3.58
2015-06-20 02:00:00,63.5,12.24,25.08,30.84,1.48,53.0,3.58
2015-06-20 03:00:00,61.33,15.22,20.23,30.45,1.21,54.42,3.67
2015-06-20 04:00:00,60.67,21.64,27.48,30.07,1.35,55.92,3.83
2015-06-20 05:00:00,55.83,18.94,36.95,29.76,2.28,57.67,5.58
2015-06-20 06:00:00,103.17,11.66,47.17,28.63,3.18,65.75,45.83
2015-06-20 07:00:00,163.83,39.48,34.42,26.97,4.34,62.5,116.33
2015-06-20 08:00:00,119.5,19.2,53.36,27.48,3.38,59.0,249.33
2015-06-20 09:00:00,30.33,11.6,52.35,30.78,3.88,47.33,361.17
2015-06-20 10:00:00,43.67,15.88,81.56,32.49,5.13,38.58,384.08
2015-06-20 11:00:00,28.5,24.07,77.69,33.41,4.89,36.5,385.92
2015-06-20 12:00:00,36.5,40.18,65.46,34.59,4.79,33.83,399.08
2015-06-20 13:00:00,38.0,44.29,59.87,35.59,4.32,32.83,394.83
2015-06-20 14:00:00,32.83,53.32,36.56,36.18,4.13,33.92,382.17
2015-06-20 15:00:00,32.33,58.74,34.39,36.1,3.86,34.58,357.42
2015-06-20 16:00:00,41.64,44.77,51.27,35.34,3.35,36.83,292.08
2015-06-20 17:00:00,69.83,50.88,64.9,33.99,3.44,40.5,124.92
2015-06-20 18:00:00,40.33,48.63,82.37,32.65,3.15,44.75,34.42
2015-06-20 19:00:00,45.83,46.87,72.47,31.58,2.88,47.83,5.58
2015-06-20 20:00:00,37.83,44.03,64.6,30.77,3.01,51.25,4.0
2015-06-20 21:00:00,27.83,36.43,56.73,30.22,2.82,51.5,3.33
2015-06-20 22:00:00,35.33,22.94,64.54,29.75,2.23,52.92,3.92
2015-06-20 23:00:00,54.83,20.14,67.07,29.21,2.26,55.58,3.67
2015-06-21 00:00:00,67.18,16.36,54.39,28.93,2.25,56.25,3.83
2015-06-21 01:00:00,53.67,7.73,37.31,28.65,2.53,56.08,3.58
2015-06-21 02:00:00,27.0,8.07,46.71,28.4,2.34,57.0,3.75
2015-06-21 12:00:00,27.6,35.6,61.9,32.06,2.0,50.6,412.4
2015-06-21 13:00:00,31.17,57.79,63.52,33.52,1.87,46.25,398.08
2015-06-21 14:00:00,49.17,50.62,43.7,32.3,3.21,52.25,393.17
2015-06-21 15:00:00,97.83,46.48,38.72,30.98,3.27,57.5,372.08
2015-06-21 16:00:00,38.36,30.97,61.95,30.99,2.48,52.92,304.75
2015-06-21 17:00:00,51.33,10.11,75.21,30.78,1.72,53.42,133.42
2015-06-21 18:00:00,44.67,6.73,73.63,30.08,2.36,55.17,43.25
2015-06-21 19:00:00,33.17,8.9,115.65,29.43,1.8,58.83,6.33
2015-06-21 20:00:00,56.67,11.74,128.1,28.75,1.42,62.0,4.17
2015-06-21 21:00:00,49.0,12.83,103.27,28.79,1.8,61.0,4.0
2015-06-21 22:00:00,84.83,12.35,85.18,28.39,2.04,61.67,4.08
2015-06-21 23:00:00,61.67,24.26,74.43,27.89,1.61,63.0,4.08
2015-06-22 00:00:00,57.5,21.99,83.4,27.57,1.26,63.5,4.0
2015-06-22 01:00:00,86.27,5.42,89.93,27.43,0.87,64.5,3.83
2015-06-22 02:00:00,49.67,8.97,82.22,26.92,0.95,67.92,4.17
2015-06-22 03:00:00,67.67,8.34,61.82,26.78,1.22,69.58,3.92
2015-06-22 04:00:00,90.67,40.48,53.32,26.38,1.04,71.58,4.0
2015-06-22 05:00:00,88.67,16.76,74.13,26.03,1.3,73.42,7.75
2015-06-22 06:00:00,83.17,14.79,49.98,24.41,1.86,80.5,26.42
2015-06-22 07:00:00,60.67,15.29,68.16,28.35,1.5,70.0,227.17
2015-06-22 08:00:00,45.0,20.11,52.32,31.44,1.52,59.33,314.67
2015-06-22 09:00:00,49.83,30.95,45.72,33.65,2.13,50.83,370.0
2015-06-22 10:00:00,46.33,11.73,24.9,35.42,2.16,44.5,376.0
2015-06-22 11:00:00,32.0,12.48,28.55,36.17,2.13,41.83,359.67
2015-06-22 12:00:00,28.0,16.16,45.52,37.93,2.45,37.92,398.5
2015-06-22 13:00:00,32.5,18.91,48.41,29.4,5.4,54.42,288.42
2015-06-22 14:00:00,25.83,15.17,72.22,30.74,3.23,42.17,384.33
2015-06-22 15:00:00,,11.52,76.05,32.17,2.68,36.33,369.25
2015-06-22 16:00:00,28.33,11.34,103.05,32.63,2.46,40.08,301.83
2015-06-22 17:00:00,46.33,16.82,90.85,32.25,1.73,46.33,116.58
2015-06-22 18:00:00,33.17,18.13,138.08,31.38,1.79,55.0,42.92
2015-06-22 19:00:00,64.83,13.88,154.33,30.25,1.93,62.5,6.5
2015-06-22 20:00:00,91.83,13.95,150.12,29.76,1.63,62.92,3.67
2015-06-22 21:00:00,79.17,13.36,98.09,29.26,1.74,63.58,3.75
2015-06-22 22:00:00,73.17,19.77,96.07,28.61,1.23,64.92,3.67
2015-06-22 23:00:00,83.17,18.1,128.61,27.98,0.59,64.75,4.0
2015-06-23 00:00:00,54.33,10.53,104.67,27.53,0.63,65.75,3.83
2015-06-23 01:00:00,56.0,11.08,125.29,27.14,0.39,67.58,4.0
2015-06-23 02:00:00,56.33,10.91,164.93,26.97,0.3,68.5,4.08
2015-06-23 03:00:00,57.83,12.95,114.43,27.22,0.47,67.08,3.92
2015-06-23 04:00:00,63.5,42.81,179.56,26.48,0.31,71.33,3.67
2015-06-23 05:00:00,101.0,20.88,136.92,26.54,0.39,71.17,15.42
2015-06-23 06:00:00,119.5,18.6,124.24,28.15,1.3,64.92,75.08
2015-06-23 07:00:00,82.33,11.16,86.68,30.67,2.11,55.67,216.67
2015-06-23 08:00:00,60.83,12.59,74.32,32.53,2.21,51.67,326.17
2015-06-23 09:00:00,70.17,31.75,41.04,34.9,1.55,46.5,362.42
2015-06-23 10:00:00,67.83,12.5,33.3,36.58,1.7,40.58,383.5
2015-06-23 11:00:00,54.5,12.85,31.82,38.03,1.57,37.08,379.58
2015-06-23 12:00:00,62.5,65.4,19.55,39.57,1.71,32.33,393.17
2015-06-23 13:00:00,40.36,16.55,36.28,38.78,1.32,34.33,317.58
2015-06-23 14:00:00,43.83,22.43,41.9,37.27,1.39,36.92,244.33
2015-06-23 15:00:00,43.45,30.73,66.0,35.58,0.95,39.75,100.92
